index,datetime,request_count
157,1995-08-28 13:05:00,1116
158,1995-08-28 13:10:00,1514
159,1995-08-28 13:15:00,1225
160,1995-08-28 13:20:00,1292
161,1995-08-28 13:25:00,1359
162,1995-08-28 13:30:00,684
163,1995-08-28 13:35:00,1143
164,1995-08-28 13:40:00,986
165,1995-08-28 13:45:00,1251
166,1995-08-28 13:50:00,1194
167,1995-08-28 13:55:00,1269
168,1995-08-28 14:00:00,1515
169,1995-08-28 14:05:00,1227
170,1995-08-28 14:10:00,1253
171,1995-08-28 14:15:00,1075
172,1995-08-28 14:20:00,1131
173,1995-08-28 14:25:00,1530
174,1995-08-28 14:30:00,1358
175,1995-08-28 14:35:00,1304
176,1995-08-28 14:40:00,1355
177,1995-08-28 14:45:00,1248
178,1995-08-28 14:50:00,917
179,1995-08-28 14:55:00,904
180,1995-08-28 15:00:00,1423
181,1995-08-28 15:05:00,1573
182,1995-08-28 15:10:00,1490
183,1995-08-28 15:15:00,1284
184,1995-08-28 15:20:00,1133
185,1995-08-28 15:25:00,1397
186,1995-08-28 15:30:00,1301
187,1995-08-28 15:35:00,1658
188,1995-08-28 15:40:00,1369
189,1995-08-28 15:45:00,1455
190,1995-08-28 15:50:00,1426
191,1995-08-28 15:55:00,1362
192,1995-08-28 16:00:00,1133
193,1995-08-28 16:05:00,1095
194,1995-08-28 16:10:00,1893
195,1995-08-28 16:15:00,1522
384,1995-08-29 08:00:00,577
385,1995-08-29 08:05:00,602
386,1995-08-29 08:10:00,722
387,1995-08-29 08:15:00,666
388,1995-08-29 08:20:00,795
389,1995-08-29 08:25:00,788
390,1995-08-29 08:30:00,699
391,1995-08-29 08:35:00,797
392,1995-08-29 08:40:00,1078
393,1995-08-29 08:45:00,795
394,1995-08-29 08:50:00,903
395,1995-08-29 08:55:00,899
396,1995-08-29 09:00:00,875
397,1995-08-29 09:05:00,750
398,1995-08-29 09:10:00,893
399,1995-08-29 09:15:00,845
400,1995-08-29 09:20:00,688
401,1995-08-29 09:25:00,904
402,1995-08-29 09:30:00,968
403,1995-08-29 09:35:00,1113
404,1995-08-29 09:40:00,1007
405,1995-08-29 09:45:00,1005
406,1995-08-29 09:50:00,910
407,1995-08-29 09:55:00,720
408,1995-08-29 10:00:00,915
409,1995-08-29 10:05:00,995
410,1995-08-29 10:10:00,1047
411,1995-08-29 10:15:00,1124
412,1995-08-29 10:20:00,1140
413,1995-08-29 10:25:00,1122
414,1995-08-29 10:30:00,802
415,1995-08-29 10:35:00,949
416,1995-08-29 10:40:00,1140
417,1995-08-29 10:45:00,1482
418,1995-08-29 10:50:00,1309
419,1995-08-29 10:55:00,1257
420,1995-08-29 11:00:00,1023
421,1995-08-29 11:05:00,1090
422,1995-08-29 11:10:00,1006
423,1995-08-29 11:15:00,1218
424,1995-08-29 11:20:00,1006
425,1995-08-29 11:25:00,918
426,1995-08-29 11:30:00,969
427,1995-08-29 11:35:00,1171
428,1995-08-29 11:40:00,1060
429,1995-08-29 11:45:00,1131
430,1995-08-29 11:50:00,1278
431,1995-08-29 11:55:00,1044
432,1995-08-29 12:00:00,1168
433,1995-08-29 12:05:00,1008
434,1995-08-29 12:10:00,1142
435,1995-08-29 12:15:00,1306
436,1995-08-29 12:20:00,1411
437,1995-08-29 12:25:00,1084
438,1995-08-29 12:30:00,1219
439,1995-08-29 12:35:00,1466
440,1995-08-29 12:40:00,1352
441,1995-08-29 12:45:00,1377
442,1995-08-29 12:50:00,1433
443,1995-08-29 12:55:00,1368
444,1995-08-29 13:00:00,1507
445,1995-08-29 13:05:00,1278
446,1995-08-29 13:10:00,1477
447,1995-08-29 13:15:00,1243
448,1995-08-29 13:20:00,1421
449,1995-08-29 13:25:00,1338
450,1995-08-29 13:30:00,1271
451,1995-08-29 13:35:00,1314
452,1995-08-29 13:40:00,1318
453,1995-08-29 13:45:00,1356
454,1995-08-29 13:50:00,1333
455,1995-08-29 13:55:00,1401
456,1995-08-29 14:00:00,1357
457,1995-08-29 14:05:00,1213
458,1995-08-29 14:10:00,1652
459,1995-08-29 14:15:00,1488
460,1995-08-29 14:20:00,1473
461,1995-08-29 14:25:00,1251
462,1995-08-29 14:30:00,1433
463,1995-08-29 14:35:00,1616
464,1995-08-29 14:40:00,1613
465,1995-08-29 14:45:00,1835
466,1995-08-29 14:50:00,1114
467,1995-08-29 14:55:00,1315
468,1995-08-29 15:00:00,1342
469,1995-08-29 15:05:00,1421
470,1995-08-29 15:10:00,1219
471,1995-08-29 15:15:00,1358
472,1995-08-29 15:20:00,1227
473,1995-08-29 15:25:00,1304
474,1995-08-29 15:30:00,1205
475,1995-08-29 15:35:00,1637
476,1995-08-29 15:40:00,1489
477,1995-08-29 15:45:00,1508
478,1995-08-29 15:50:00,1576
479,1995-08-29 15:55:00,1722
480,1995-08-29 16:00:00,1297
481,1995-08-29 16:05:00,1407
482,1995-08-29 16:10:00,1829
483,1995-08-29 16:15:00,1547
672,1995-08-30 08:00:00,653
673,1995-08-30 08:05:00,497
674,1995-08-30 08:10:00,864
675,1995-08-30 08:15:00,779
676,1995-08-30 08:20:00,463
677,1995-08-30 08:25:00,677
678,1995-08-30 08:30:00,655
679,1995-08-30 08:35:00,676
680,1995-08-30 08:40:00,624
681,1995-08-30 08:45:00,974
682,1995-08-30 08:50:00,937
683,1995-08-30 08:55:00,1095
684,1995-08-30 09:00:00,839
685,1995-08-30 09:05:00,794
686,1995-08-30 09:10:00,983
687,1995-08-30 09:15:00,704
688,1995-08-30 09:20:00,811
689,1995-08-30 09:25:00,1071
690,1995-08-30 09:30:00,930
691,1995-08-30 09:35:00,1017
692,1995-08-30 09:40:00,1040
693,1995-08-30 09:45:00,726
694,1995-08-30 09:50:00,673
695,1995-08-30 09:55:00,952
696,1995-08-30 10:00:00,1263
697,1995-08-30 10:05:00,968
698,1995-08-30 10:10:00,1016
699,1995-08-30 10:15:00,1247
700,1995-08-30 10:20:00,915
701,1995-08-30 10:25:00,1047
702,1995-08-30 10:30:00,1274
703,1995-08-30 10:35:00,961
704,1995-08-30 10:40:00,1072
705,1995-08-30 10:45:00,1073
706,1995-08-30 10:50:00,1132
707,1995-08-30 10:55:00,1066
708,1995-08-30 11:00:00,941
709,1995-08-30 11:05:00,910
710,1995-08-30 11:10:00,1282
711,1995-08-30 11:15:00,1234
712,1995-08-30 11:20:00,1399
713,1995-08-30 11:25:00,1362
714,1995-08-30 11:30:00,1245
715,1995-08-30 11:35:00,1101
716,1995-08-30 11:40:00,1147
717,1995-08-30 11:45:00,1017
718,1995-08-30 11:50:00,1342
719,1995-08-30 11:55:00,1480
720,1995-08-30 12:00:00,1300
721,1995-08-30 12:05:00,1113
722,1995-08-30 12:10:00,1543
723,1995-08-30 12:15:00,1228
724,1995-08-30 12:20:00,1423
725,1995-08-30 12:25:00,1465
726,1995-08-30 12:30:00,1273
727,1995-08-30 12:35:00,1383
728,1995-08-30 12:40:00,1193
729,1995-08-30 12:45:00,1384
730,1995-08-30 12:50:00,1283
731,1995-08-30 12:55:00,1235
732,1995-08-30 13:00:00,1368
733,1995-08-30 13:05:00,1217
734,1995-08-30 13:10:00,1287
735,1995-08-30 13:15:00,1164
736,1995-08-30 13:20:00,1280
737,1995-08-30 13:25:00,1435
738,1995-08-30 13:30:00,1445
739,1995-08-30 13:35:00,1246
740,1995-08-30 13:40:00,1279
741,1995-08-30 13:45:00,1390
742,1995-08-30 13:50:00,1561
743,1995-08-30 13:55:00,1744
744,1995-08-30 14:00:00,1759
745,1995-08-30 14:05:00,1390
746,1995-08-30 14:10:00,1543
747,1995-08-30 14:15:00,1433
748,1995-08-30 14:20:00,1478
749,1995-08-30 14:25:00,1660
750,1995-08-30 14:30:00,1574
751,1995-08-30 14:35:00,1502
752,1995-08-30 14:40:00,1911
753,1995-08-30 14:45:00,1285
754,1995-08-30 14:50:00,1374
755,1995-08-30 14:55:00,1176
756,1995-08-30 15:00:00,1436
757,1995-08-30 15:05:00,1645
758,1995-08-30 15:10:00,1407
759,1995-08-30 15:15:00,1384
760,1995-08-30 15:20:00,1487
761,1995-08-30 15:25:00,1574
762,1995-08-30 15:30:00,1296
763,1995-08-30 15:35:00,1342
764,1995-08-30 15:40:00,1665
765,1995-08-30 15:45:00,1431
766,1995-08-30 15:50:00,1453
767,1995-08-30 15:55:00,1486
768,1995-08-30 16:00:00,1368
769,1995-08-30 16:05:00,1197
770,1995-08-30 16:10:00,1492
771,1995-08-30 16:15:00,1662
960,1995-08-31 08:00:00,750
961,1995-08-31 08:05:00,547
962,1995-08-31 08:10:00,783
963,1995-08-31 08:15:00,636
964,1995-08-31 08:20:00,591
965,1995-08-31 08:25:00,806
966,1995-08-31 08:30:00,695
967,1995-08-31 08:35:00,563
968,1995-08-31 08:40:00,873
969,1995-08-31 08:45:00,910
970,1995-08-31 08:50:00,947
971,1995-08-31 08:55:00,615
972,1995-08-31 09:00:00,841
973,1995-08-31 09:05:00,837
974,1995-08-31 09:10:00,992
975,1995-08-31 09:15:00,919
976,1995-08-31 09:20:00,779
977,1995-08-31 09:25:00,816
978,1995-08-31 09:30:00,900
979,1995-08-31 09:35:00,902
980,1995-08-31 09:40:00,961
981,1995-08-31 09:45:00,883
982,1995-08-31 09:50:00,1091
983,1995-08-31 09:55:00,834
984,1995-08-31 10:00:00,926
985,1995-08-31 10:05:00,809
986,1995-08-31 10:10:00,1035
987,1995-08-31 10:15:00,1067
988,1995-08-31 10:20:00,1027
989,1995-08-31 10:25:00,1101
990,1995-08-31 10:30:00,1051
991,1995-08-31 10:35:00,1018
992,1995-08-31 10:40:00,1182
993,1995-08-31 10:45:00,1095
994,1995-08-31 10:50:00,986
995,1995-08-31 10:55:00,1358
996,1995-08-31 11:00:00,1252
997,1995-08-31 11:05:00,1005
998,1995-08-31 11:10:00,1024
999,1995-08-31 11:15:00,1099
1000,1995-08-31 11:20:00,1119
1001,1995-08-31 11:25:00,1194
1002,1995-08-31 11:30:00,1411
1003,1995-08-31 11:35:00,1349
1004,1995-08-31 11:40:00,1457
1005,1995-08-31 11:45:00,1329
1006,1995-08-31 11:50:00,1613
1007,1995-08-31 11:55:00,1455
1008,1995-08-31 12:00:00,1276
1009,1995-08-31 12:05:00,1147
1010,1995-08-31 12:10:00,1141
1011,1995-08-31 12:15:00,1252
1012,1995-08-31 12:20:00,1202
1013,1995-08-31 12:25:00,1036
1014,1995-08-31 12:30:00,1458
1015,1995-08-31 12:35:00,1537
1016,1995-08-31 12:40:00,1250
1017,1995-08-31 12:45:00,1438
1018,1995-08-31 12:50:00,1472
1019,1995-08-31 12:55:00,1189
1020,1995-08-31 13:00:00,1084
1021,1995-08-31 13:05:00,1362
1022,1995-08-31 13:10:00,1161
1023,1995-08-31 13:15:00,1178
1024,1995-08-31 13:20:00,1367
1025,1995-08-31 13:25:00,1379
1026,1995-08-31 13:30:00,1363
1027,1995-08-31 13:35:00,1250
1028,1995-08-31 13:40:00,1305
1029,1995-08-31 13:45:00,1265
1030,1995-08-31 13:50:00,1311
1031,1995-08-31 13:55:00,1432
1032,1995-08-31 14:00:00,1334
1033,1995-08-31 14:05:00,1092
1034,1995-08-31 14:10:00,1292
1035,1995-08-31 14:15:00,1391
1036,1995-08-31 14:20:00,1554
1037,1995-08-31 14:25:00,1182
1038,1995-08-31 14:30:00,1234
1039,1995-08-31 14:35:00,1326
1040,1995-08-31 14:40:00,1293
1041,1995-08-31 14:45:00,1307
1042,1995-08-31 14:50:00,1270
1043,1995-08-31 14:55:00,1397
1044,1995-08-31 15:00:00,1280
1045,1995-08-31 15:05:00,1339
1046,1995-08-31 15:10:00,1184
1047,1995-08-31 15:15:00,1458
1048,1995-08-31 15:20:00,1446
1049,1995-08-31 15:25:00,1507
1050,1995-08-31 15:30:00,1447
1051,1995-08-31 15:35:00,1437
1052,1995-08-31 15:40:00,1348
1053,1995-08-31 15:45:00,1041
1054,1995-08-31 15:50:00,1287
1055,1995-08-31 15:55:00,1535
1056,1995-08-31 16:00:00,1631
1057,1995-08-31 16:05:00,1150
1058,1995-08-31 16:10:00,1311
1059,1995-08-31 16:15:00,1531
1248,1995-09-01 08:00:00,491
1249,1995-09-01 08:05:00,717
1250,1995-09-01 08:10:00,593
1251,1995-09-01 08:15:00,710
1252,1995-09-01 08:20:00,762
1253,1995-09-01 08:25:00,837
1254,1995-09-01 08:30:00,813
1255,1995-09-01 08:35:00,766
1256,1995-09-01 08:40:00,830
1257,1995-09-01 08:45:00,725
1258,1995-09-01 08:50:00,709
1259,1995-09-01 08:55:00,689
1260,1995-09-01 09:00:00,801
1261,1995-09-01 09:05:00,878
1262,1995-09-01 09:10:00,764
1263,1995-09-01 09:15:00,854
1264,1995-09-01 09:20:00,1010
1265,1995-09-01 09:25:00,1123
1266,1995-09-01 09:30:00,1229
1267,1995-09-01 09:35:00,1363
1268,1995-09-01 09:40:00,1032
1269,1995-09-01 09:45:00,1004
1270,1995-09-01 09:50:00,1105
1271,1995-09-01 09:55:00,901
1272,1995-09-01 10:00:00,877
1273,1995-09-01 10:05:00,1079
1274,1995-09-01 10:10:00,981
1275,1995-09-01 10:15:00,893
1276,1995-09-01 10:20:00,1392
1277,1995-09-01 10:25:00,1513
1278,1995-09-01 10:30:00,1286
1279,1995-09-01 10:35:00,1128
1280,1995-09-01 10:40:00,1334
1281,1995-09-01 10:45:00,1180
1282,1995-09-01 10:50:00,1273
1283,1995-09-01 10:55:00,1156
1284,1995-09-01 11:00:00,1224
1285,1995-09-01 11:05:00,1068
1286,1995-09-01 11:10:00,1249
1287,1995-09-01 11:15:00,1355
1288,1995-09-01 11:20:00,1187
1289,1995-09-01 11:25:00,1386
1290,1995-09-01 11:30:00,1309
1291,1995-09-01 11:35:00,1240
1292,1995-09-01 11:40:00,1320
1293,1995-09-01 11:45:00,1229
1294,1995-09-01 11:50:00,1278
1295,1995-09-01 11:55:00,1117
1296,1995-09-01 12:00:00,1038
1297,1995-09-01 12:05:00,1299
1298,1995-09-01 12:10:00,1610
1299,1995-09-01 12:15:00,1302
1300,1995-09-01 12:20:00,1155
1301,1995-09-01 12:25:00,1191
1302,1995-09-01 12:30:00,1286
1303,1995-09-01 12:35:00,1281
1304,1995-09-01 12:40:00,1321
1305,1995-09-01 12:45:00,1444
1306,1995-09-01 12:50:00,1613
1307,1995-09-01 12:55:00,1365
1308,1995-09-01 13:00:00,1170
1309,1995-09-01 13:05:00,1359
1310,1995-09-01 13:10:00,1225
1311,1995-09-01 13:15:00,1715
1312,1995-09-01 13:20:00,1213
1313,1995-09-01 13:25:00,1374
1314,1995-09-01 13:30:00,1507
1315,1995-09-01 13:35:00,1350
1316,1995-09-01 13:40:00,1222
1317,1995-09-01 13:45:00,1071
1318,1995-09-01 13:50:00,1368
1319,1995-09-01 13:55:00,1509
1320,1995-09-01 14:00:00,1736
1321,1995-09-01 14:05:00,1106
1322,1995-09-01 14:10:00,1210
1323,1995-09-01 14:15:00,1726
1324,1995-09-01 14:20:00,1736
1325,1995-09-01 14:25:00,1841
1326,1995-09-01 14:30:00,1593
1327,1995-09-01 14:35:00,1056
1328,1995-09-01 14:40:00,1187
1329,1995-09-01 14:45:00,1092
1330,1995-09-01 14:50:00,1647
1331,1995-09-01 14:55:00,1267
1332,1995-09-01 15:00:00,1474
1333,1995-09-01 15:05:00,1611
1334,1995-09-01 15:10:00,1537
1335,1995-09-01 15:15:00,1360
1336,1995-09-01 15:20:00,1526
1337,1995-09-01 15:25:00,2000
1338,1995-09-01 15:30:00,1604
1339,1995-09-01 15:35:00,1562
1340,1995-09-01 15:40:00,1496
1341,1995-09-01 15:45:00,1704
1342,1995-09-01 15:50:00,1349
1343,1995-09-01 15:55:00,1212
1344,1995-09-01 16:00:00,1296
1345,1995-09-01 16:05:00,1744
1346,1995-09-01 16:10:00,1187
1347,1995-09-01 16:15:00,1242
1536,1995-09-02 08:00:00,266
1537,1995-09-02 08:05:00,417
1538,1995-09-02 08:10:00,388
1539,1995-09-02 08:15:00,363
1540,1995-09-02 08:20:00,445
1541,1995-09-02 08:25:00,468
1542,1995-09-02 08:30:00,310
1543,1995-09-02 08:35:00,367
1544,1995-09-02 08:40:00,299
1545,1995-09-02 08:45:00,406
1546,1995-09-02 08:50:00,454
1547,1995-09-02 08:55:00,456
1548,1995-09-02 09:00:00,408
1549,1995-09-02 09:05:00,473
1550,1995-09-02 09:10:00,569
1551,1995-09-02 09:15:00,552
1552,1995-09-02 09:20:00,511
1553,1995-09-02 09:25:00,439
1554,1995-09-02 09:30:00,579
1555,1995-09-02 09:35:00,552
1556,1995-09-02 09:40:00,410
1557,1995-09-02 09:45:00,464
1558,1995-09-02 09:50:00,587
1559,1995-09-02 09:55:00,552
1560,1995-09-02 10:00:00,418
1561,1995-09-02 10:05:00,405
1562,1995-09-02 10:10:00,461
1563,1995-09-02 10:15:00,561
1564,1995-09-02 10:20:00,534
1565,1995-09-02 10:25:00,437
1566,1995-09-02 10:30:00,691
1567,1995-09-02 10:35:00,703
1568,1995-09-02 10:40:00,578
1569,1995-09-02 10:45:00,745
1570,1995-09-02 10:50:00,919
1571,1995-09-02 10:55:00,479
1572,1995-09-02 11:00:00,839
1573,1995-09-02 11:05:00,563
1574,1995-09-02 11:10:00,599
1575,1995-09-02 11:15:00,607
1576,1995-09-02 11:20:00,796
1577,1995-09-02 11:25:00,740
1578,1995-09-02 11:30:00,612
1579,1995-09-02 11:35:00,589
1580,1995-09-02 11:40:00,646
1581,1995-09-02 11:45:00,533
1582,1995-09-02 11:50:00,546
1583,1995-09-02 11:55:00,473
1584,1995-09-02 12:00:00,458
1585,1995-09-02 12:05:00,686
1586,1995-09-02 12:10:00,697
1587,1995-09-02 12:15:00,806
1588,1995-09-02 12:20:00,781
1589,1995-09-02 12:25:00,703
1590,1995-09-02 12:30:00,629
1591,1995-09-02 12:35:00,723
1592,1995-09-02 12:40:00,690
1593,1995-09-02 12:45:00,836
1594,1995-09-02 12:50:00,783
1595,1995-09-02 12:55:00,620
1596,1995-09-02 13:00:00,744
1597,1995-09-02 13:05:00,782
1598,1995-09-02 13:10:00,830
1599,1995-09-02 13:15:00,884
1600,1995-09-02 13:20:00,994
1601,1995-09-02 13:25:00,756
1602,1995-09-02 13:30:00,573
1603,1995-09-02 13:35:00,511
1604,1995-09-02 13:40:00,731
1605,1995-09-02 13:45:00,760
1606,1995-09-02 13:50:00,999
1607,1995-09-02 13:55:00,657
1608,1995-09-02 14:00:00,894
1609,1995-09-02 14:05:00,654
1610,1995-09-02 14:10:00,588
1611,1995-09-02 14:15:00,672
1612,1995-09-02 14:20:00,748
1613,1995-09-02 14:25:00,884
1614,1995-09-02 14:30:00,604
1615,1995-09-02 14:35:00,730
1616,1995-09-02 14:40:00,852
1617,1995-09-02 14:45:00,840
1618,1995-09-02 14:50:00,855
1619,1995-09-02 14:55:00,646
1620,1995-09-02 15:00:00,749
1621,1995-09-02 15:05:00,718
1622,1995-09-02 15:10:00,646
1623,1995-09-02 15:15:00,750
1624,1995-09-02 15:20:00,474
1625,1995-09-02 15:25:00,758
1626,1995-09-02 15:30:00,836
1627,1995-09-02 15:35:00,889
1628,1995-09-02 15:40:00,733
1629,1995-09-02 15:45:00,722
1630,1995-09-02 15:50:00,815
1631,1995-09-02 15:55:00,1029
1632,1995-09-02 16:00:00,900
1633,1995-09-02 16:05:00,945
1634,1995-09-02 16:10:00,922
1635,1995-09-02 16:15:00,934
1824,1995-09-03 08:00:00,356
1825,1995-09-03 08:05:00,372
1826,1995-09-03 08:10:00,325
1827,1995-09-03 08:15:00,424
1828,1995-09-03 08:20:00,286
1829,1995-09-03 08:25:00,342
1830,1995-09-03 08:30:00,361
1831,1995-09-03 08:35:00,372
1832,1995-09-03 08:40:00,311
1833,1995-09-03 08:45:00,242
1834,1995-09-03 08:50:00,267
1835,1995-09-03 08:55:00,312
1836,1995-09-03 09:00:00,301
1837,1995-09-03 09:05:00,345
1838,1995-09-03 09:10:00,596
1839,1995-09-03 09:15:00,399
1840,1995-09-03 09:20:00,547
1841,1995-09-03 09:25:00,405
1842,1995-09-03 09:30:00,478
1843,1995-09-03 09:35:00,454
1844,1995-09-03 09:40:00,352
1845,1995-09-03 09:45:00,521
1846,1995-09-03 09:50:00,568
1847,1995-09-03 09:55:00,420
1848,1995-09-03 10:00:00,397
1849,1995-09-03 10:05:00,417
1850,1995-09-03 10:10:00,531
1851,1995-09-03 10:15:00,485
1852,1995-09-03 10:20:00,367
1853,1995-09-03 10:25:00,408
1854,1995-09-03 10:30:00,532
1855,1995-09-03 10:35:00,413
1856,1995-09-03 10:40:00,523
1857,1995-09-03 10:45:00,632
1858,1995-09-03 10:50:00,433
1859,1995-09-03 10:55:00,567
1860,1995-09-03 11:00:00,639
1861,1995-09-03 11:05:00,416
1862,1995-09-03 11:10:00,494
1863,1995-09-03 11:15:00,561
1864,1995-09-03 11:20:00,516
1865,1995-09-03 11:25:00,618
1866,1995-09-03 11:30:00,480
1867,1995-09-03 11:35:00,622
1868,1995-09-03 11:40:00,652
1869,1995-09-03 11:45:00,590
1870,1995-09-03 11:50:00,480
1871,1995-09-03 11:55:00,453
1872,1995-09-03 12:00:00,457
1873,1995-09-03 12:05:00,469
1874,1995-09-03 12:10:00,497
1875,1995-09-03 12:15:00,616
1876,1995-09-03 12:20:00,514
1877,1995-09-03 12:25:00,605
1878,1995-09-03 12:30:00,600
1879,1995-09-03 12:35:00,603
1880,1995-09-03 12:40:00,685
1881,1995-09-03 12:45:00,577
1882,1995-09-03 12:50:00,648
1883,1995-09-03 12:55:00,683
1884,1995-09-03 13:00:00,690
1885,1995-09-03 13:05:00,669
1886,1995-09-03 13:10:00,607
1887,1995-09-03 13:15:00,610
1888,1995-09-03 13:20:00,638
1889,1995-09-03 13:25:00,582
1890,1995-09-03 13:30:00,594
1891,1995-09-03 13:35:00,669
1892,1995-09-03 13:40:00,601
1893,1995-09-03 13:45:00,465
1894,1995-09-03 13:50:00,627
1895,1995-09-03 13:55:00,541
1896,1995-09-03 14:00:00,625
1897,1995-09-03 14:05:00,434
1898,1995-09-03 14:10:00,586
1899,1995-09-03 14:15:00,816
1900,1995-09-03 14:20:00,639
1901,1995-09-03 14:25:00,608
1902,1995-09-03 14:30:00,702
1903,1995-09-03 14:35:00,600
1904,1995-09-03 14:40:00,474
1905,1995-09-03 14:45:00,750
1906,1995-09-03 14:50:00,698
1907,1995-09-03 14:55:00,939
1908,1995-09-03 15:00:00,731
1909,1995-09-03 15:05:00,642
1910,1995-09-03 15:10:00,733
1911,1995-09-03 15:15:00,765
1912,1995-09-03 15:20:00,835
1913,1995-09-03 15:25:00,935
1914,1995-09-03 15:30:00,712
1915,1995-09-03 15:35:00,659
1916,1995-09-03 15:40:00,744
1917,1995-09-03 15:45:00,571
1918,1995-09-03 15:50:00,613
1919,1995-09-03 15:55:00,652
1920,1995-09-03 16:00:00,625
1921,1995-09-03 16:05:00,717
1922,1995-09-03 16:10:00,763
1923,1995-09-03 16:15:00,631
